datum,0
2020-03,1607
2020-04,2414
2020-05,651
2020-06,861
2020-07,2077
2020-08,3756
2020-09,22714
2020-10,139261
2020-11,100026
2020-12,109114
2021-01,133676
2021-02,127886
2021-03,148088
2021-04,46129
2021-05,14450
2021-06,2640
2021-07,2968
2021-08,2898
2021-09,6593
2021-10,38193
2021-11,212180
