datum,0
2020-03,1708
2020-04,1968
2020-05,954
2020-06,1835
2020-07,2514
2020-08,4305
2020-09,23423
2020-10,125081
2020-11,88191
2020-12,99958
2021-01,122078
2021-02,125050
2021-03,151933
2021-04,47247
2021-05,14475
2021-06,2707
2021-07,3035
2021-08,2811
2021-09,6378
2021-10,35054
2021-11,193881
