datum,0
2020-03,3315
2020-04,4382
2020-05,1605
2020-06,2696
2020-07,4591
2020-08,8061
2020-09,46137
2020-10,264342
2020-11,188217
2020-12,209072
2021-01,255754
2021-02,252936
2021-03,300021
2021-04,93376
2021-05,28925
2021-06,5347
2021-07,6003
2021-08,5709
2021-09,12971
2021-10,73247
2021-11,406061
