datum,0
2020-03,131
2020-04,4923
2020-05,2805
2020-06,1544
2020-07,3860
2020-08,6494
2020-09,27292
2020-10,166815
2020-11,265089
2020-12,148189
2021-01,282512
2021-02,207189
2021-03,300591
2021-04,155886
2021-05,53057
2021-06,10732
2021-07,4835
2021-08,5595
2021-09,8624
2021-10,24466
2021-11,231417
